name,frame,card_type,sub_type,cardmarket,tcgplayer,word_count,adds,banishes,negates,field_wipe,searches,recovers,leave_field_trigger,send_trigger,OPT,release
Legendary Black Belt,spell,Spell Card,Equip,0.33,0.22,41,False,False,False,False,False,False,False,True,False,2005-02-24
Legendary Ebon Steed,spell,Spell Card,Equip,0.14,0.26,22,False,False,False,False,False,False,False,False,False,2006-11-16
Legendary Fiend,effect,Effect Monster,Fiend,0.11,0.29,12,False,False,False,False,False,False,False,False,True,2002-01-25
Legendary Fire King Ponix,effect,Effect Monster,Winged Beast,0.78,0.70,82,True,False,False,False,False,False,False,True,True,2023-09-09
Legendary Flame Lord,ritual,Ritual Effect Monster,Spellcaster,0.37,0.19,66,False,False,False,False,False,False,False,False,False,2003-02-20
Legendary Jujitsu Master,effect,Effect Monster,Rock,0.24,0.24,24,False,False,False,False,False,False,False,False,False,2003-11-20
Legendary Knight Critias,effect,Effect Monster,Warrior,0.06,0.18,55,False,True,False,False,False,True,False,False,False,2015-05-16
Legendary Knight Hermos,effect,Effect Monster,Warrior,0.03,0.20,75,False,True,False,False,False,True,False,False,True,2015-05-16
Legendary Knight Timaeus,effect,Effect Monster,Warrior,0.10,0.20,49,False,True,False,False,False,True,False,False,False,2014-05-17
Legendary Maju Garzett,effect,Effect Monster,Fiend,0.13,0.20,41,False,False,False,False,False,False,False,False,False,2014-11-15
Legendary Secret of the Six Samurai,effect,Effect Monster,Warrior,0.18,0.25,77,False,True,False,False,False,True,False,False,True,2017-08-21
Legendary Six Samurai - Enishi,effect,Effect Monster,Warrior,0.95,0.58,73,False,True,False,False,False,False,False,False,True,2010-11-13
Legendary Six Samurai - Kageki,effect,Effect Monster,Warrior,0.20,0.36,37,False,False,False,False,False,False,False,False,False,2010-11-13
Legendary Six Samurai - Kizan,effect,Effect Monster,Warrior,0.84,1.10,37,False,False,False,False,False,False,False,False,False,2010-11-13
Legendary Six Samurai - Mizuho,effect,Effect Monster,Warrior,0.19,0.35,38,False,False,False,False,False,False,False,False,True,2010-11-13
Legendary Six Samurai - Shi En,synchro,Synchro Monster,Warrior,5.68,1.56,56,False,False,True,False,False,False,False,False,True,2010-11-13
Legendary Six Samurai - Shinai,effect,Effect Monster,Warrior,0.23,0.35,44,True,False,False,False,False,True,False,False,False,2010-11-13
Legendary Sword,spell,Spell Card,Equip,0.23,0.11,10,False,False,False,False,False,False,False,False,False,1999-02-04
Legendary Wind-Up Key,spell,Spell Card,Quick-Play,0.05,0.20,11,False,False,False,False,False,False,False,False,False,2011-04-16
Leghul,effect,Effect Monster,Insect,0.63,0.01,9,False,False,False,False,False,False,False,False,False,1999-09-23
Legion the Fiend Jester,effect,Effect Monster,Spellcaster,0.23,0.24,70,True,False,False,False,False,False,False,True,True,2015-06-06
Lekunga,effect,Effect Monster,Plant,0.16,0.17,21,False,True,False,False,False,False,False,False,False,2003-04-24
Lemon Magician Girl,effect,Effect Monster,Spellcaster,0.53,1.14,72,True,False,True,False,False,False,False,False,True,2016-05-07
"Lemuria, the Forgotten City",spell,Spell Card,Field,0.10,0.07,47,False,False,False,False,False,False,False,False,True,2012-07-21
Leng Ling,effect,Union Effect Monster,Dragon,0.02,0.05,65,False,False,False,False,False,False,False,False,True,2017-07-08
Leo Wizard,normal,Normal Monster,Spellcaster,0.00,0.00,14,False,False,False,False,False,False,False,False,False,1999-07-05
"Leo, the Keeper of the Sacred Tree",synchro,Synchro Monster,Beast,0.16,0.22,21,False,False,False,False,False,False,False,False,False,2013-11-16
Leodrake's Mane,spell,Spell Card,Normal,0.16,0.47,20,False,False,True,False,False,False,False,False,False,2010-07-17
Leogun,normal,Normal Monster,Beast,0.23,0.13,12,False,False,False,False,False,False,False,False,False,1999-09-23
Leotaur,effect,Effect Monster,Beast-Warrior,0.02,0.13,17,False,False,False,False,False,False,False,False,False,2012-11-17
Leotron,normal,Normal Monster,Cyberse,0.14,0.19,9,False,False,False,False,False,False,False,False,False,2018-03-24
Leraje the God of Archery,effect,Effect Monster,Fiend,0.12,0.12,84,False,False,False,False,False,True,False,False,True,2021-09-01
Lesser Dragon,normal,Normal Monster,Dragon,0.53,0.08,7,False,False,False,False,False,False,False,False,False,1999-05-27
Lesser Fiend,effect,Effect Monster,Fiend,0.11,0.20,18,False,True,False,False,False,False,False,False,False,2001-09-20
Level Conversion Lab,trap,Trap Card,Normal,0.12,0.17,51,False,False,False,False,False,False,False,True,False,2005-02-24
Level Down!?,spell,Spell Card,Quick-Play,0.06,0.13,45,False,False,False,False,False,False,False,False,False,2006-08-10
Level Eater,effect,Effect Monster,Insect,0.15,0.17,45,False,False,False,False,False,False,False,False,False,2009-07-18
Level Lifter,spell,Spell Card,Normal,0.07,0.18,41,False,False,False,False,False,False,False,True,False,2013-09-21
Level Limit - Area A,trap,Trap Card,Continuous,0.15,0.16,11,False,False,False,False,False,False,False,False,False,2005-08-11
Level Limit - Area B,spell,Spell Card,Continuous,1.67,1.57,11,False,False,False,False,False,False,False,False,False,2004-02-26
Level Modulation,spell,Spell Card,Normal,0.15,0.18,36,False,False,False,False,False,False,False,False,False,2005-08-11
Level Resist Wall,trap,Trap Card,Normal,0.14,0.03,52,False,False,True,False,False,False,False,False,False,2020-12-28
Level Retuner,trap,Trap Card,Normal,0.06,0.02,13,False,False,False,False,False,False,False,False,False,2009-02-14
Level Tuning,spell,Spell Card,Normal,0.14,0.15,15,False,False,False,False,False,False,False,False,False,2008-02-23
Level Up!,spell,Spell Card,Normal,0.55,0.60,31,False,False,False,False,False,False,False,True,False,2004-05-27
Level Warrior,effect,Effect Monster,Warrior,0.13,0.21,44,False,False,False,False,False,False,False,False,False,2009-02-14
Levia-Dragon - Daedalus,effect,Effect Monster,Sea Serpent,0.11,0.14,18,False,False,False,False,False,False,False,True,False,2003-07-17
Leviair the Sea Dragon,xyz,XYZ Monster,Aqua,1.94,1.39,31,False,True,False,False,False,False,False,False,True,2011-04-16
Lib the World Key Blademaster,link,Link Monster,Cyberse,1.43,3.41,93,False,False,False,False,False,True,False,True,True,2019-11-23
Liberty at Last!,trap,Trap Card,Normal,0.10,0.06,27,False,False,False,False,False,False,False,True,False,2010-09-16
"Libic, Malebranche of the Burning Abyss",effect,Effect Monster,Fiend,0.71,0.36,80,False,False,True,False,False,False,False,True,False,2015-09-19
Libromancer Origin Story,spell,Spell Card,Continuous,0.56,0.66,81,False,False,False,False,False,False,False,False,True,2023-01-14
"Lich Lord, King of the Underworld",effect,Effect Monster,Zombie,0.12,0.19,34,True,False,False,False,False,True,False,True,False,2007-03-08
Life Absorbing Machine,trap,Trap Card,Continuous,1.59,0.30,21,False,False,False,False,False,False,False,False,False,2001-09-20
Life Equalizer,trap,Trap Card,Normal,1.88,0.13,20,False,False,False,False,False,False,False,False,False,2006-02-16
Life Extreme,spell,Spell Card,Equip,0.07,0.07,90,False,False,False,False,False,False,False,True,True,2022-05-21
Life Hack,spell,Spell Card,Quick-Play,0.00,0.00,79,False,True,False,False,False,True,False,False,True,2023-12-16
Life Shaver,trap,Trap Card,Continuous,0.00,0.00,64,False,False,False,False,False,False,False,True,True,2022-04-01
Life Stream Dragon,synchro,Synchro Tuner Monster,Dragon,6.17,3.80,45,False,True,False,False,False,False,False,False,False,2011-02-11
Lifeforce Harmonizer,effect,Effect Monster,Psychic,0.35,0.74,22,False,False,True,False,False,False,False,False,False,2008-11-15
Lifeless Leaffish,effect,Effect Monster,Fish,0.22,0.34,58,False,True,False,False,False,True,False,True,True,2020-04-18
Light and Darkness Dragon,effect,Effect Monster,Dragon,3.13,2.12,75,False,False,True,False,False,False,False,True,False,2006-11-02
Light Barrier,spell,Spell Card,Field,1.15,3.93,61,False,False,True,False,False,False,False,False,False,2008-02-23
Light Bringer Lucifer,normal,Normal Monster,Fairy,0.00,0.00,16,False,False,False,False,False,False,False,False,False,2019-02-15
Light Dragon @Ignister,xyz,XYZ Monster,Cyberse,0.06,0.06,87,False,False,False,False,False,True,False,False,True,2019-10-12
Light Effigy,effect,Effect Monster,Fairy,0.06,0.10,17,False,False,False,False,False,False,False,False,False,2007-05-12
Light End Dragon,synchro,Synchro Monster,Dragon,1.50,0.60,45,False,False,False,False,False,False,False,False,False,2008-05-21
Light Laser,spell,Spell Card,Equip,0.05,0.29,22,False,False,False,False,False,False,False,False,False,2006-10-26
Light Law Medium,effect,Effect Monster,Fairy,0.05,0.05,79,False,False,True,False,False,False,False,False,True,2022-01-15
Light of Destruction,trap,Trap Card,Continuous,0.28,0.16,25,False,False,False,False,False,False,False,True,False,2010-04-17
Light of Intervention,trap,Trap Card,Continuous,0.05,0.13,31,False,False,False,False,False,False,False,False,False,2000-09-28
Light of Judgment,trap,Trap Card,Normal,0.07,0.10,46,False,False,False,False,False,False,False,True,False,2003-11-20
Light of Redemption,spell,Spell Card,Normal,0.13,0.15,18,True,True,False,False,False,False,False,False,False,2008-02-23
Light of the Branded,spell,Spell Card,Quick-Play,0.11,0.08,53,False,False,False,False,False,True,False,False,False,2022-10-15
Light Spiral,trap,Trap Card,Continuous,0.26,0.25,29,False,False,False,False,False,False,False,True,False,2008-02-23
Light Wing Shield,spell,Spell Card,Quick-Play,0.27,0.16,67,False,True,True,False,False,False,False,False,False,2017-02-11
Light-Imprisoning Mirror,trap,Trap Card,Continuous,0.31,0.48,13,False,False,True,False,False,False,False,False,False,2007-07-21
Lighten the Load,spell,Spell Card,Continuous,0.12,0.14,25,True,False,False,False,False,False,False,False,True,2004-08-05
Lightforce Sword,trap,Trap Card,Normal,0.05,0.11,25,False,True,False,False,False,False,False,False,False,2000-09-28
Lightning Blade,spell,Spell Card,Equip,0.04,0.13,16,False,False,False,False,False,False,False,False,False,2001-04-19
Lightning Chidori,xyz,XYZ Monster,Thunder,3.58,3.80,56,False,False,False,False,False,False,False,False,True,2012-11-17
Lightning Conger,normal,Normal Monster,Thunder,0.24,0.14,13,False,False,False,False,False,False,False,False,False,2001-07-21
Lightning Punisher,effect,Effect Monster,Thunder,0.11,0.19,35,False,False,False,False,False,False,False,False,False,2006-08-10
Lightning Rod Lord,effect,Effect Monster,Thunder,0.24,0.19,10,False,False,False,False,False,False,False,False,False,2014-11-15
Lightning Storm,spell,Spell Card,Normal,2.95,1.04,38,False,False,False,False,False,False,False,False,False,2019-10-12
Lightning Tricorn,synchro,Synchro Monster,Beast,0.72,0.72,41,False,False,False,False,False,False,False,False,False,2010-04-17
Lightning Vortex,spell,Spell Card,Normal,0.11,0.65,10,False,False,False,False,False,False,False,False,False,2004-11-25
Lightning Warrior,synchro,Synchro Monster,Warrior,0.40,0.53,36,False,False,False,False,False,False,False,True,False,2009-10-21
"Lightning, Dragon Ruler of Drafts",effect,Effect Monster,Dragon,0.16,0.34,43,False,False,False,False,False,False,False,False,True,2013-03-16
Lightpulsar Dragon,effect,Effect Monster,Dragon,0.04,0.11,72,False,True,False,False,False,True,False,True,False,2011-12-10
Lightray Daedalus,effect,Effect Monster,Sea Serpent,0.10,0.13,48,False,False,False,False,False,False,False,False,True,2012-02-18
Lightray Diabolos,effect,Effect Monster,Dragon,0.18,0.22,61,False,True,False,False,False,False,False,False,True,2012-02-18
Lightray Gearfried,effect,Effect Monster,Warrior,0.17,0.21,78,False,True,True,False,False,False,False,False,True,2012-02-18
Lightray Grepher,effect,Effect Monster,Warrior,0.10,0.19,34,False,True,False,False,False,False,False,False,True,2013-05-18
Lightray Madoor,effect,Effect Monster,Spellcaster,0.16,0.16,29,False,True,False,False,False,False,False,False,True,2013-05-18
Lightray Sorcerer,effect,Effect Monster,Spellcaster,0.25,0.20,76,False,True,False,False,False,False,False,False,True,2012-02-18
Lightserpent,effect,Effect Monster,Reptile,0.11,0.11,29,False,False,False,False,False,False,False,True,False,2011-07-16
Lightsworn Aegis,trap,Trap Card,Normal,0.00,0.00,52,False,False,True,False,False,False,False,True,True,2024-01-27
Lightsworn Barrier,trap,Trap Card,Continuous,0.14,0.31,32,False,False,True,False,False,False,False,True,False,2008-04-19
Lightsworn Judgment,trap,Trap Card,Normal,0.26,0.22,36,True,False,False,False,False,False,False,True,False,2015-04-25
Lightsworn Sabre,spell,Spell Card,Equip,0.66,0.60,35,False,False,False,False,False,False,False,True,False,2008-04-19
Lightsworn Sanctuary,spell,Spell Card,Continuous,0.26,0.33,80,True,False,False,False,False,False,False,True,True,2015-09-19
Lightwave Tuning,spell,Spell Card,Normal,0.05,0.16,22,False,False,False,False,False,False,False,False,False,2008-04-19
Lil-la Rap,spell,Spell Card,Continuous,0.10,0.10,45,False,False,False,False,False,False,False,False,True,2022-11-05
"Lilith, Lady of Lament",effect,Effect Monster,Fiend,0.07,0.08,61,False,False,False,False,False,False,False,False,True,2018-03-10
Lillybot,effect,Effect Monster,Machine,0.03,0.11,54,False,False,False,False,False,False,False,False,True,2014-05-17
Limit Code,trap,Trap Card,Normal,0.06,0.01,78,False,False,False,False,False,True,True,False,True,2018-01-13
Limit Impulse,trap,Trap Card,Normal,0.03,0.12,27,False,False,False,False,False,False,False,True,False,2009-07-18
Limit Overdrive,spell,Spell Card,Quick-Play,0.09,1.64,54,False,False,False,False,False,False,False,False,False,2014-12-06
Limit Reverse,trap,Trap Card,Continuous,0.10,0.24,47,False,False,False,False,False,False,True,False,False,2008-02-23
Limiter Overload,trap,Trap Card,Normal,0.08,0.14,19,False,False,False,False,False,False,False,True,False,2008-10-18
Limiter Removal,spell,Spell Card,Quick-Play,0.03,0.10,26,False,False,False,False,False,False,False,False,False,2000-12-14
Lindbloom,effect,Effect Monster,Wyrm,0.08,0.09,33,False,False,False,False,False,False,False,False,False,2014-07-19
Lineage of Destruction,trap,Trap Card,Normal,0.09,0.20,32,False,False,False,False,False,False,False,False,False,2008-07-19
Linear Accelerator Cannon,spell,Spell Card,Normal,0.13,0.04,30,False,False,False,False,False,False,False,False,False,2006-08-10
Linear Equation Cannon,trap,Trap Card,Normal,0.11,0.10,112,True,False,False,False,False,True,False,True,False,2020-10-31
Linguriboh,link,Link Monster,Cyberse,0.50,0.42,68,False,True,True,False,False,True,False,False,True,2019-10-01
Link Apple,effect,Effect Monster,Cyberse,0.06,0.03,54,False,True,False,False,False,False,False,False,True,2019-05-11
Link Back,spell,Spell Card,Normal,0.06,0.04,52,False,False,False,False,False,False,False,True,False,2019-04-13
Link Bound,spell,Spell Card,Quick-Play,0.10,0.11,59,False,False,False,False,False,True,False,False,False,2018-01-13
Link Bumper,link,Link Monster,Cyberse,0.07,0.10,70,True,False,False,False,False,False,False,False,True,2017-07-08
Link Burst,spell,Spell Card,Normal,0.06,0.06,27,False,False,False,False,False,False,False,False,False,2020-01-11
Link Decoder,link,Link Monster,Cyberse,0.14,0.17,54,False,True,False,False,False,False,True,True,True,2023-03-17
Link Devotee,link,Link Monster,Cyberse,0.12,0.18,57,False,False,False,False,False,False,False,False,True,2018-04-14
Link Disciple,link,Link Monster,Cyberse,0.11,0.25,44,False,False,False,False,False,False,False,False,True,2017-05-20
Link Hole,spell,Spell Card,Normal,0.05,0.06,33,False,False,False,False,False,False,False,False,False,2017-10-14
Link Infra-Flier,effect,Effect Monster,Cyberse,0.13,0.27,29,False,False,False,False,False,False,False,False,True,2017-07-08
Link into the VRAINS!,spell,Spell Card,Normal,0.46,0.33,109,True,True,True,False,False,True,False,False,False,2022-02-19
Link Party,spell,Spell Card,Normal,0.08,0.04,88,False,False,False,False,False,False,False,False,False,2018-05-27
Link Restart,trap,Trap Card,Counter,0.05,0.07,30,False,False,True,False,False,True,False,False,False,2017-07-08
Link Spider,link,Link Monster,Cyberse,1.24,1.66,27,False,False,False,False,False,False,False,False,True,2017-03-25
Link Streamer,effect,Effect Monster,Cyberse,0.03,0.04,47,False,False,False,False,False,False,False,False,True,2018-01-13
Link Turret,trap,Trap Card,Continuous,0.02,0.04,87,False,True,True,False,False,True,True,False,False,2018-04-14
Linkbelt Wall Dragon,effect,Effect Monster,Dragon,0.02,0.10,97,False,False,False,False,False,False,False,False,True,2017-10-14
Linkerbell,link,Link Monster,Fairy,0.02,0.06,23,False,False,False,False,False,False,False,False,False,2017-10-07
Linkmail Archfiend,link,Link Monster,Cyberse,0.12,0.13,95,False,True,False,False,False,True,False,False,False,2019-04-13
Linkross,link,Link Monster,Cyberse,2.15,1.72,68,False,False,False,False,False,False,False,False,True,2020-01-11
Linkslayer,effect,Effect Monster,Cyberse,0.11,0.19,34,False,False,False,False,False,False,False,False,True,2017-03-25
Linkuriboh,link,Link Monster,Cyberse,6.22,7.61,60,False,False,False,False,False,True,False,False,True,2017-08-04
Lion Alligator,effect,Effect Monster,Reptile,0.05,0.09,28,False,False,False,False,False,False,False,False,False,2010-03-20
Lionhearted Locomotive,effect,Effect Monster,Machine,0.11,0.09,20,False,False,False,False,False,False,False,False,False,2014-05-17
Liquid Beast,normal,Normal Monster,Aqua,0.33,0.03,8,False,False,False,False,False,False,False,False,False,2000-04-20
Lisark,normal,Normal Monster,Beast,0.00,0.00,10,False,False,False,False,False,False,False,False,False,1999-07-05
Litmus Doom Ritual,spell,Spell Card,Ritual,0.13,0.15,73,False,False,False,False,False,True,False,False,True,2018-05-12
Litmus Doom Swordsman,ritual,Ritual Effect Monster,Warrior,0.12,0.21,63,False,False,False,False,False,False,False,False,False,2018-05-12
Little Chimera,effect,Effect Monster,Beast,0.09,0.16,18,False,False,False,False,False,False,False,False,False,1999-11-18
Little D,normal,Normal Monster,Dinosaur,3.30,5.41,8,False,False,False,False,False,False,False,False,False,1999-05-25
Little Fairy,effect,Effect Monster,Fairy,0.11,0.16,22,False,False,False,False,False,False,False,True,False,2013-02-16
Little Trooper,effect,Effect Monster,Warrior,0.05,0.10,25,False,False,False,False,False,False,False,False,False,2012-04-14
Little-Winguard,effect,Effect Monster,Warrior,0.05,0.10,16,False,False,False,False,False,False,False,False,True,2002-11-21
Live☆Twin Channel,spell,Spell Card,Field,0.09,0.12,67,True,False,True,False,False,True,False,False,True,2020-09-12
Live☆Twin Home,spell,Spell Card,Quick-Play,0.18,0.18,47,False,False,False,False,False,False,False,False,False,2020-09-12
Live☆Twin Ki-sikil,effect,Effect Monster,Cyberse,0.25,0.26,50,False,False,False,False,False,False,False,False,True,2020-09-12
Live☆Twin Ki-sikil Frost,effect,Effect Monster,Aqua,3.23,0.12,80,True,True,False,False,False,True,False,False,True,2021-01-16
Live☆Twin Lil-la,effect,Effect Monster,Cyberse,0.22,0.19,48,False,False,False,False,False,False,False,False,True,2020-09-12
Live☆Twin Lil-la Treat,effect,Effect Monster,Zombie,1.69,0.11,77,False,True,False,False,False,True,False,False,True,2020-10-31
Live☆Twin Sunny's Snitch,spell,Spell Card,Continuous,0.48,0.13,57,True,False,False,False,False,False,False,False,False,2021-04-17
Living Fossil,spell,Spell Card,Equip,0.15,0.25,69,False,True,True,False,False,True,True,False,False,2018-05-12
Living Vase,normal,Normal Monster,Plant,0.00,0.00,17,False,False,False,False,False,False,False,False,False,1999-07-05
Lizard Soldier,normal,Normal Monster,Dragon,0.16,0.19,21,False,False,False,False,False,False,False,False,False,2001-09-20
Ljosalf of the Nordic Alfar,effect,Effect Monster,Spellcaster,0.07,0.12,37,False,False,False,False,False,False,False,False,False,2010-11-13
Localized Tornado,trap,Trap Card,Normal,0.15,0.51,11,False,False,False,False,False,False,False,False,False,2011-02-11
Lock Cat,effect,Effect Monster,Beast,0.11,0.29,29,False,False,True,False,False,False,False,False,False,2010-04-17
Lockout Gardna,effect,Effect Monster,Cyberse,0.03,0.09,78,False,False,True,False,False,False,False,False,False,2017-10-14
Locomotion R-Genex,synchro,Synchro Monster,Machine,0.67,0.82,37,False,False,False,False,False,False,False,False,False,2009-04-14
Loge's Flame,trap,Trap Card,Continuous,0.03,0.11,46,False,False,False,False,False,False,False,False,False,2019-01-12
Loka Samsara,trap,Trap Card,Normal,0.02,0.03,93,True,True,False,False,False,True,False,False,True,2023-07-22
"Loki, Lord of the Aesir",synchro,Synchro Monster,Spellcaster,0.21,0.25,93,True,True,True,False,False,True,False,True,True,2010-11-13
Lone Wolf,trap,Trap Card,Continuous,0.12,0.09,44,False,False,False,False,False,False,False,False,False,2005-02-24
Lonefire Blossom,effect,Effect Monster,Plant,0.02,0.12,18,False,False,False,False,False,False,False,False,True,2008-09-13
"Longirsu, the Orcust Orchestrator",link,Link Monster,Machine,0.39,0.84,67,False,True,False,False,False,False,False,True,True,2018-07-14
Loop of Destruction,trap,Trap Card,Continuous,0.03,0.14,50,False,False,False,False,False,False,False,False,True,2018-09-08
"Loptr, Shadow of the Generaider Bosses",effect,Effect Monster,Fairy,23.43,10.94,66,False,False,False,False,False,False,False,False,True,2020-01-11
Lord British Space Fighter,effect,Effect Monster,Machine,0.12,0.17,45,False,False,False,False,False,False,False,False,False,2009-07-18
Lord Gaia the Fierce Knight,effect,Effect Monster,Warrior,0.20,0.38,58,False,False,False,False,False,False,False,False,True,2016-04-30
Lord of D.,effect,Effect Monster,Spellcaster,0.05,0.21,12,False,False,False,False,False,False,False,False,False,1999-12-16
Lord of the Heavenly Prison,effect,Effect Monster,Rock,3.30,2.57,114,False,True,False,False,False,False,False,False,False,2021-07-17
Lord of the Lamp,normal,Normal Monster,Fiend,0.74,0.22,14,False,False,False,False,False,False,False,False,False,1999-10-17
Lord of the Red,ritual,Ritual Effect Monster,Dragon,0.29,0.48,68,False,False,False,False,False,False,False,False,True,2015-05-16
Lord of Zemia,normal,Normal Monster,Fiend,0.00,0.00,11,False,False,False,False,False,False,False,False,False,1999-11-18
Lord Poison,effect,Effect Monster,Plant,0.29,0.19,26,False,False,False,False,False,False,False,True,False,2003-04-24
"Loris, Lady of Lament",effect,Effect Monster,Fiend,0.23,0.15,87,False,True,False,False,False,True,False,True,True,2022-03-19
Lose 1 Turn,trap,Trap Card,Continuous,0.29,0.18,46,False,False,True,False,False,False,False,False,False,2015-02-14
Loss Time,trap,Trap Card,Normal,0.05,0.16,24,False,False,False,False,False,False,False,False,False,2018-10-13
Lost Blue Breaker,effect,Effect Monster,Sea Serpent,0.12,0.15,29,False,False,False,False,False,False,False,False,False,2012-06-16
Lost Guardian,effect,Effect Monster,Rock,0.07,0.15,16,False,True,False,False,False,False,False,False,False,2005-02-24
Lost Wind,trap,Trap Card,Normal,0.08,0.20,54,False,True,True,False,False,True,True,False,False,2016-10-08
Lost World,spell,Spell Card,Field,0.10,0.09,97,False,False,False,False,False,False,False,False,True,2017-02-25
Loud Cloud the Storm Serpent,effect,Effect Monster,Reptile,0.02,0.05,99,False,True,False,False,False,True,False,False,True,2019-01-12
Lovely Labrynth of the Silver Castle,effect,Effect Monster,Fiend,1.40,2.21,90,False,False,False,False,False,True,True,False,True,2022-03-19
Lubellion the Searing Dragon,fusion,Fusion Monster,Dragon,0.35,0.17,94,False,True,False,False,False,False,False,False,True,2021-12-04
"Lucent, Netherlord of Dark World",effect,Effect Monster,Fiend,0.12,0.16,51,False,False,False,False,False,False,False,False,False,2014-02-15
Lucius the Shadow Vassal,effect,Effect Monster,Fiend,0.12,0.18,81,False,True,False,False,False,False,False,False,True,2015-02-14
Lucky Chance,trap,Trap Card,Continuous,0.11,0.21,37,False,False,False,False,False,False,False,False,False,2008-02-23
Lucky Cloud,spell,Spell Card,Normal,0.15,0.20,21,False,False,False,False,False,False,False,False,False,2007-07-21
Lucky Iron Axe,spell,Spell Card,Equip,0.05,0.07,27,False,False,False,False,False,False,False,True,False,2007-02-15
Lucky Loan,spell,Spell Card,Normal,0.10,0.15,54,False,False,False,False,False,False,False,False,False,2019-05-18
Lucky Pied Piper,effect,Gemini Monster,Fairy,0.14,0.21,61,False,False,False,False,False,False,False,True,False,2007-05-12
Lucky Punch,trap,Trap Card,Continuous,0.25,0.20,50,False,False,False,False,False,False,False,False,True,2012-04-14
Lucky Trinket,normal,Normal Monster,Spellcaster,0.00,0.00,14,False,False,False,False,False,False,False,False,False,1999-03-01
Lullaby of Obedience,spell,Spell Card,Normal,1.11,2.99,72,True,False,False,False,False,False,False,False,False,2016-06-04
Lumenize,trap,Trap Card,Normal,0.11,0.30,33,False,False,True,False,False,False,False,False,False,2011-07-16
"Lumina, Lightsworn Summoner",effect,Effect Monster,Spellcaster,0.34,0.35,42,False,False,False,False,False,True,False,True,True,2008-02-23
"Lumina, Twilightsworn Shaman",effect,Effect Monster,Spellcaster,0.68,0.86,51,False,True,False,False,False,False,False,True,True,2017-04-15
Luminous Dragon Ritual,spell,Spell Card,Ritual,0.12,0.21,68,False,True,False,False,False,False,False,False,False,2013-11-16
Luminous Soldier,effect,Effect Monster,Warrior,29.92,0.40,21,False,False,False,False,False,False,False,False,False,2001-10-25
Luminous Spark,spell,Spell Card,Field,0.15,0.10,10,False,False,False,False,False,False,False,False,False,2000-07-13
Luna Light Perfume,spell,Spell Card,Normal,0.78,0.37,32,True,True,False,False,False,True,False,False,False,2016-04-09
Luna the Dark Spirit,effect,Effect Monster,Fiend,0.13,0.14,33,False,True,False,False,False,True,False,False,True,2019-07-13
Lunalight Black Sheep,effect,Effect Monster,Beast-Warrior,0.24,0.38,78,True,False,False,False,False,False,False,True,False,2016-01-09
Lunalight Blue Cat,effect,Effect Monster,Beast-Warrior,0.12,0.27,67,False,False,False,False,False,False,False,False,True,2016-01-09
Lunalight Cat Dancer,fusion,Fusion Monster,Beast-Warrior,0.13,0.25,72,False,False,False,False,False,False,False,False,True,2016-01-09
Lunalight Crimson Fox,effect,Effect Monster,Beast-Warrior,0.11,0.16,68,False,True,True,False,False,True,False,True,False,2016-01-21
Lunalight Emerald Bird,effect,Effect Monster,Beast-Warrior,0.24,0.19,85,False,True,True,False,False,True,False,True,True,2018-11-10
Lunalight Fusion,spell,Spell Card,Normal,0.21,0.13,59,False,False,False,False,False,False,False,False,False,2018-11-10
Lunalight Kaleido Chick,effect,Effect Monster,Beast-Warrior,0.13,0.18,103,True,True,False,False,False,True,False,True,True,2016-11-26
Lunalight Leo Dancer,fusion,Fusion Monster,Beast-Warrior,0.14,0.24,72,False,False,False,False,False,False,False,False,True,2016-01-09
Lunalight Panther Dancer,fusion,Fusion Monster,Beast-Warrior,0.23,0.29,96,False,False,False,False,False,False,False,False,True,2016-01-09
Lunalight Purple Butterfly,effect,Effect Monster,Beast-Warrior,0.14,0.27,59,False,True,False,False,False,False,False,True,True,2016-01-09
Lunalight Reincarnation Dance,trap,Trap Card,Normal,0.32,0.33,34,True,False,False,False,False,False,False,False,False,2016-01-09
Lunalight Sabre Dancer,fusion,Fusion Monster,Beast-Warrior,0.14,0.19,82,False,True,False,False,False,True,False,True,True,2018-11-10
Lunalight Serenade Dance,trap,Trap Card,Continuous,0.28,0.19,106,False,True,False,False,False,True,True,True,True,2018-11-10
Lunalight Tiger,effect_pendulum,Pendulum Effect Monster,Beast-Warrior,0.35,0.32,76,False,False,True,False,False,False,False,False,True,2016-01-09
Lunalight White Rabbit,effect,Effect Monster,Beast-Warrior,0.31,0.24,51,False,False,False,False,False,False,False,False,True,2016-01-09
Lunalight Wolf,effect_pendulum,Pendulum Effect Monster,Beast-Warrior,0.20,0.39,66,False,True,True,False,False,False,False,False,True,2016-01-09
Lunalight Yellow Marten,effect,Effect Monster,Beast-Warrior,0.25,0.36,83,True,True,False,False,False,False,True,True,True,2018-11-10
Lunar Queen Elzaim,normal,Normal Monster,Fairy,0.00,0.00,16,False,False,False,False,False,False,False,False,False,1999-03-06
Luster Dragon,normal,Normal Monster,Dragon,0.03,0.10,18,False,False,False,False,False,False,False,False,False,2002-09-19
Luster Dragon #2,normal,Normal Monster,Dragon,0.02,0.16,20,False,False,False,False,False,False,False,False,False,2001-09-20
"Luster Pendulum, the Dracoslayer",effect_pendulum,Pendulum Tuner Effect Monster,Dragon,0.20,0.20,62,True,False,False,False,False,False,False,False,True,2015-04-25
